Business_id,Name,Categories,Stars,Text,Useful,Funny,Cool,Date,User_id,City,State,Latitude,Longitude,Address,Sentimiento
KP5OncF2jhT7_J1phHPPww,Besito Mexican Restaurant,"Mexican, Restaurants, Salad, Food, Bars, Nightlife",5.0,"Couldn't have asked for more and Andy provided an excellent experience. Split an excellent chili relleno, tableside guacamole, happy hour margaritas and more!!",0,0,0,2020-03-02,AFpY-I7-MMnyzdkwn5ZA_g,Tampa,PA,27.9462497461,-82.5265678062,205 Westshore Plz,Positivo
L0-MS0MbQhEWAPLkjCqhpg,O'Shucks Seafood & Grill,"Tacos, Live/Raw Food, Mexican, Seafood, Burgers, Restaurants",4.0,"Having been to John's Pass many times as I live in Tampa, for some reason I came here today for the first time.  The vibe and atmosphere is lively and comfortable, and staff is very friendly.

The menu has something for everyone and the prices are very reasonable.   The only thing I ate was the cheddar jalepeno hush puppies which were ok...I was expecting a little more cheese but they were dry.  No biggie I will return to try the seafood which looked good.

Its beer and wine only but they have wine on the tap which is a trend that I hope continues to expand.  The wine glasses really make a difference.   Overall this is a great family friendly place if you're in John's Pass and want to avoid the other places which can get very crowded.   Also Amy the bartender is fantastic!",0,0,0,2020-07-31,kSlFIcuZb0SQJPXVHsabGA,Madeira Beach,PA,27.7852179,-82.7821118,"111 Boardwalk Pl W, Ste 203",Positivo
5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"Restaurants, Tacos, Mexican",5.0,"First time at this restaurant and was very impressed. Let's face it, most restaurants get the food right but not many perfect the service. Imo this place has perfected the service side. From the moment that we walked in until the time that we left...they were on it! Angela the manager was great and there was another woman - I believe her name was Sam (don't kill me if I got her name wrong) were fantastic! From explaining they're ordering process to making suggestions for cocktails they're advice/input was spot on. Oh yeah, and the food was GREAT. Keep up the good work!!",0,0,0,2020-02-29,ROzleAPToo8cNd38RolBmA,King of Prussia,PA,40.0883652258,-75.3884107669,"160 N Gulph Rd, Ste C1100",Positivo
B-DiQpcSTJ7oMMnwzbAGTQ,Cucina Zapata,"Thai, Food Stands, Restaurants, Mexican",4.0,"Super interesting ffood truck establishment. 
I love the creative dish Cap'n Crunch tilapia. I have a fond memory of going when I was significantly more overweight. Unfortunately today when I returned expecting a very high bar I was met with a tasty treat that did not quite satisfy my Flavor pallet. That being said, the spot is still hip and Extremely quick service even with a line. My friend Larry also says ""that actually that was kind of true."" You gotta Trust Larry!",0,0,0,2020-01-25,TJ8Hawan8jDIZHS7AAZJwg,Philadelphia,MO,39.9542886,-75.1855377,S 31st & Ludlow St,Positivo
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,"Mexican, Tacos, Restaurants",5.0,"Randomly stopped here getting off the 101 with empty bellies and a grumpy baby. What a serendipitous find. I got a chicken burrito with guacamole, fiancé had crispy chicken taquitos with fresh queso fresco and crunchy lettuce. We also got 3 tacos to share which were equally impressive (adobada was best). We were given plenty of delicious spicy salsa (they're not stingy like some places.) The service was friendly and fast, and the bathrooms clean (which always means the kitchen is too.) And best of all, super cheap. Will definitely be back.",0,0,0,2020-11-04,cf8hXD_0FoxRgSazVA8agQ,Santa Barbara,IN,34.418932,-119.704239,201 W Carrillo St,Positivo
LH7kN8nAyF2JE5higfK4ZA,Taqueria El Sol,"Mexican, Restaurants",4.0,Love this place a lunch time. The pork taco are my favorite. Cant beat the price and it's a few minutes from Sun City,0,0,0,2020-03-03,Wv0Go5uIUKg554lbotysng,Wimauma,FL,27.7121935,-82.2979132,702 Railroad St N,Positivo
1UNorskttXSWuEcgzKzXcA,Xochitl,"Lounges, Restaurants, Asian Fusion, Mexican, Latin American, Nightlife, Bars",4.0,"I understand why the stars might be lower as the menu is limited and this is not the place I would pick for authentic Mexican food. 

Came here for a last minute reservation on a Saturday night and when we arrived before our table was ready the hostess let us order togo cocktails to walk around with a sip. The yucca fries were delicious and the platanos fritos were good but are unexpectedly sweet not savory! Would order again but as more of a desert option",0,0,0,2020-11-03,d8tmgYih6BvSgLCdYwbl9A,Philadelphia,FL,39.9428742,-75.1456449,408 S 2nd St,Positivo
k3sED9tpGEOtzhGxvcxTrw,Izzo's Illegal Burrito,"Restaurants, Tacos, Mexican",3.0,"edit 2/2020 it just keeps getting worse. the burritos here are god awful now. i kept giving it chance after chance and each time i was so disappointed. the rice wasn't done, the refried beans were too liquidy, the black beans weren't fully cooked, it just goes on and on. DO NOT GET TAKEOUT. by the time you make it home, it'll be even worse than you can imagine and you'll wind up throwing it all away. 
the only reason i'm keeping 3 stars are because of the tacos and margaritas. as long as you're eating in house, grab some nachos or tacos, or even a quesadilla. they're still pretty good fresh. just... don't get a burrito. you could get a better one down the street at taco bell for way less. here's to hoping izzo's will return to the glory days and be as good as it used to be. 


I LOVE Izzo's. I've been going since I moved here two years ago. The food tastes great and the service is normally great too. However there is one problem I consistently have and it's driving me crazy. TEACH YOUR EMPLOYEES HOW TO PROPERLY ROLL A FREAKING BURRITO. PLEASE. I'm sick of having to use a fork and knife when I eat my burrito because it's falling apart before they even wrap it in the foil. And it's not just one person, it's pretty much ALL but two of your employees. That's the only thing Chipotle and Moe's have on you guys, the fact that their burritos are rolled right.  So PLEASE invest in a class or something.",0,0,0,2020-02-19,DEb_I8VscZZNBkXuGjmblg,Metairie,IN,30.0046134,-90.1804121,4316 Veterans Blvd,Positivo
UaE5Wru0lD5kVIWbnQ8xMg,Franklin on Twiggs Eatery & Market,"Specialty Food, Asian Fusion, Mexican, Poke, Tacos, Food, Restaurants, Health Markets",5.0,"Awesome food, awesome service. I got the spicy style monster burrito with avocado, YASS.",0,0,0,2020-01-23,ZL57xUfzAOU0b6dHi_nOZA,Tampa,LA,27.9488897391,-82.4589938298,"514 N Franklin St, Ste 105",Positivo
U3aNQ5DsABPYyJQolsCbJg,Charro Steak & Del Rey,"Diners, Restaurants, Steakhouses, Mexican",5.0,"My husband and I received a gift certificate from Charro Steak.  We looked at the menu and said WOW! We were not disappointed.  The food is fabulous, the staff is very responsive and we had a wonderful experience.  Make sure you make a reservation as it a very popular restaurant.  Lucky for us we received another gift certificate.  We can't wait to go back!!",0,0,0,2020-01-25,BSDASMtI_lJEvtLLEu3aOQ,Tucson,FL,32.2210775,-110.9672554,188 E Broadway Blvd,Positivo
D73evJ9PZKxO3E5TaThe3w,Superior Grill,"Tex-Mex, Mexican, Restaurants",3.0,"My family and I walked all over the beautiful garden district of New Orleans for a long time. We were very hungry and came upon this place. It was packed. Great sign! There was also ample indoor and outdoor seating. We were seated right away.  Service was wonderful. Our server was terrific. Chips and salsa came out immediately. Orders for drinks and food was fast. Food came out quickly, it just wasn't that good. I had beef,chicken and pork tacos......just ok. Rest of family got other Mexican food combinations. No one was impressed. Food filled us up, just not flavorful.",20,7,12,2020-03-21,NhCou7yj-VHGes5O4XryfA,New Orleans,FL,29.9269027,-90.0942815,3636 St Charles Ave,Positivo
Rh5lgaOjOeHIUSBpI20llw,La Fuente Mexican Grill,"Event Planning & Services, Mexican, Restaurants, Caterers",5.0,"Amazing! Loved everything about my meal, the service was great and the atmosphere was colorful and clean! I can't wait to come back.",0,0,0,2020-02-28,SvCxQj5cz2siri_c-RnB-Q,Mansfield,LA,40.073689,-74.746357,"23206 Columbus Rd, Ste C",Positivo
jmwasbZfgj3honf79qKsnA,Street- Taco and Beer Co.,"Mexican, Bars, Restaurants, Nightlife",4.0,"Stopped here for lunch with my wife. This place was pretty dang good. Kind of like the Chipotle approach, where you choose want you want and add toppings. They have warm chips if you order more than 1 taco. They have a full bar! This place is pretty dang good!",0,0,0,2020-03-01,vDBJBlJ_AciaMhypkiY51w,Tucson,FL,32.2219642,-110.9721883,58 W Congress St,Positivo
YCHBSWYErsKAI9AXeoPxhQ,Sabrina's West Street Kitchen,"Sandwiches, American (New), Restaurants, Salad, Soup, Tacos, Mexican",5.0,"You won't regret stopping here, hidden gem with great food and a laid back and comfortable atmosphere, a place you can gather with friends and they will treat you like family while you're there.",1,0,1,2020-11-18,nuG6tPbYWWknvcUKs3mOHQ,Reno,PA,39.5259372,-119.8153579,138 West St,Positivo
r7WwdseoJpfna4a57qeiag,Chipotle Mexican Grill,"Fast Food, Restaurants, Mexican",5.0,"Jenny and Ava were so good to me today.  My wife has Celiacs, and the team at Chipotle were so kind to me about switching gloves and serving utensils.  The were kind enough to package everything in a way that made it very easy for us to serve and enjoy. 

Thank you again for the excellence in service during Covid-19 lock down.  The food was fresh and delicious!  I would definitely recommend them. :)",2,0,1,2020-04-26,2KON5owYFewXngGLkeXKfQ,Carmel,PA,39.972526,-86.1545574432,"12697 N Pennsylvania St, Ste 100",Positivo
RhuYqAT45uIR2NNdDsolXQ,St Mary's Mexican Food,"Restaurants, Mexican",5.0,"St Mary's mexican food easily makes my list of top 5 best mexican restaurants in Tucson! The chips are cooked to perfection and guac is creamy. I could eat these tacos every day.. the birria was full of flavor! Only downfall is they came in crispy shells, which I didn't know, so transferred them to soft shell when I got home. All items are super affordable and staff were friendly when I picked up my call ahead order. I will absolutely be back!",0,0,0,2020-05-15,QRDz8i2YiMgR2f6r-vGcew,Tucson,FL,32.2299895,-110.9875711,1030 W St Marys Rd,Positivo
GdqZaRx-gN8IxrmqYTXcbA,Terron,"Vegetarian, Restaurants, Food, Mexican, Vegan, Tacos, Desserts, Juice Bars & Smoothies",5.0,"If you are trying to go vegan or veg or just want the best food  ever, go to Terron. The chef has the most amazing seasoning skills with cool twists and surprises on already amazing dishes (eg sunflower seeds on the Bella Bing mushroom tacos). His pad Thai is phenomenal, the brunch is killer (breakfast frittata please!), and the magic Philly cheesesteak is out of this world. I am reimpressed  every time about how good the food is. Service is simple and non-intrusive just the way I like it.",1,0,0,2020-01-24,2G4Lhei0rDMlNU6wgntEEA,Philadelphia,PA,40.011687,-75.18933,3426 Conrad St,Positivo
QlI4_BHwxb5UplGwd4vE0w,Fiesta Taqueria,"Mexican, Restaurants",4.0,This would be a 5 star rating but they forgot to include the guacamole with my to-go order.,0,0,0,2020-01-07,sSNqtkLX9Uo7O6FPsU71Nw,Largo,FL,27.9035372,-82.7457031,"1479 Belcher Rd, Ste B",Neutro
-pRU97z3uPU_M7yUf5yzMg,Micha's,"Event Planning & Services, Breakfast & Brunch, Mexican, Fast Food, Caterers, Restaurants, Buffets",5.0,I love this place and their food our waitress Diana is amazing....chicken tacos are very good and we have had several family dinners there continue the good work,1,1,1,2020-01-26,PV5LgEPfMW8yAdDt865Ljw,Tucson,FL,32.1892611,-110.9656125,2908 S 4th Ave,Positivo
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,"Restaurants, Mexican, American (Traditional)",4.0,"Don't let this DIVE bar fool you. The drinks are cheap and the food is SO GOOD. 

I happened upon this place unintentionally while attending a trivia night at the neighboring BRÜ. The only thing available to eat was specialty popcorn but I was craving a meal. Someone in my party mentioned G peppers was a couple of doors down. 

My date and I walked over, had quick drinks at the bar, and ordered chicken wings and tri-colored nachos with beef. Didn't know what to expect after walking into what felt like a hole in the wall. 

Love. at. first. bite. Everything was delicious. The portions were huge! Also, gluten free. 

G Peppers totally saved the day because boozy trivia takes nourishment. I'd be down for trivia night at G Peppers next time. They have the bar, great menu, and the space!",6,1,6,2020-01-16,fen9BWC39ul9SJZfQ-onpg,Odessa,FL,28.0921362,-82.5785736,8745 Gunn Hwy,Positivo
MF5-JPr0auUkY_WLTTVUaA,Tacodelphia,"New Mexican Cuisine, Mexican, Tex-Mex, Tacos, Restaurants",4.0,"Very satisfying and fresh ingredients! The burrito bowl had a wonderful set of toppings along with the rice and beans, and the chicken tinga we ordered in it was flavorful. The shrimp tacos were also good - same topping choices on fresh grilled shrimp and tortillas.  Philly has so many great taco joints that it's hard to say tacodelphia stands out enough or has unique enough a menu to be 5 stars in my mind, but it's definitely a solid 4. Reasonably priced, friendly staff, clean feel. A great go-to.",0,0,0,2020-09-10,B01V2LhskzNo2hqmfy6kfA,Philadelphia,PA,39.9448608451,-75.1652079004,427 S Broad St,Positivo
25oFsYCEn6jP4CdJdkEw3A,Taqueria El Cheke,"Burgers, Food Trucks, Street Vendors, Food, Restaurants, Mexican",4.0,"Little food truck that serves tacos, tortas, hot dogs. Flavorful, the carne asada was a little on the dry side. The hod dog was delicious. Kuddos for the toppings bar.",1,0,1,2020-02-08,A5t0SvvhlHgBCLSkxqwxFA,Tucson,MO,32.2946901,-110.9616773,4837 N 1st Ave,Positivo
9dm_v79s9-pefMahqp1SkA,Loco Mexican Restaurant & Cantina,"Restaurants, Mexican",4.0,Overall a decent place to eat! Salsa is nice and spicy with good queso. It's more Tex Mex than authentic Mexican food so expect that. The back patio is an awesome outdoor place to eat with heaters for the winter time.,0,0,0,2020-09-19,V-Byye1tGOSQUSH_n16TbQ,Indianapolis,PA,39.7974826702,-86.1530939541,2205 N Delaware St,Positivo
ugSVRAKO6mxvsrElFg8USw,México Lindo,"Mexican, Restaurants",4.0,"This freshly fried fish devours come from a south philly favorite México Lindo Y Que Rico Restaurant! This restaurant is located on 7th and Moore street in South Philadelphia. This small Mexican restaurant is a piece of pure joy. They have a very affordable prices and they offer to take out during this pandemic. Every time I visit I always get the freshly fried whole tilapia fish. It comes with yellow rice, black beans, a small salad, & tortilla wraps. The fish is very fresh with delicious seasoning. The salad is super fresh and the black beans were actually really good the yellow rice is perfectly seasoned also. If you ever find yourself wanting some authentic Mexican food while you're venturing around South Philadelphia? Please visit México Lindo Y Que Rico Restaurant! ¡Diles que te han enviado a ti!  #shimmyeats #philly #philadelphia #food #foodie #foodphotography #foodblogger #foodstagram #fish #tilapia #rice #yellow #beans #salad",2,0,1,2020-11-20,Y2ShLn_gdJrpV3LD-ln_nw,Philadelphia,IN,39.926402,-75.1575374,700 Moore St,Positivo
J1pqZt0WWCL8cOt0eixBEw,Alvarez  Authentic Latin Food,"Restaurants, Tacos, Vegetarian, Breakfast & Brunch, Latin American, Mexican",5.0,"What am amazing family that has a great atmosphere filled with love and appreciation. To top it off the food is damn phenomenal and so fresh and tasty! Thank you so very much for such an excellent establishment, I appreciate all your warmth and kindness.",1,0,1,2020-01-30,Y9o8oiBIh4MOzd17Gtt94g,Land O' Lakes,PA,28.2699738723,-82.4808749557,7715 Land O' Lakes Blvd,Positivo
Tqt99-TsbRT4bmsXHyA1lA,Rostizado - by Tres Carnales,"Restaurants, Mexican",4.0,"So I am not reviewing the restaurant itself. I have been there a few times and the food is excellent. If you like roasted meat it is an amazing place. I remember they also did delicious roasted cauliflower and broccoli.  What I don't like, is that there is no reservations and it is often a really long wait. With it being next to the Ice District, and parking a pain, we just haven't bothered because you also are not sure when you will be seated and you might miss your game, play, or Winspear concert.  I might try going there once they reopen for lunch and see if that is a little easier. 
What I am reviewing is that they catered for Lunchbox shorts during Downtown Dining week. For 15 dollars you got a burrito of your choice (vegan, chicken, steak or pork) and an hour of short films that were related to food. I war really impressed. My steak burrito was delicious and very generous in both steak and flavour. I could have used a bit more heat, but I digress. I also was pretty easy to eat. It was wrapped perfectly and there ended up being no sauce dripping down my  hand. Good job guys!",1,0,1,2020-03-30,cCpracQ8PkoW2v92x_aVIA,Edmonton,FL,53.5460453,-113.4991693,"10359 104 Street NW, Suite 102",Positivo
SjjrTfCxmLp0kJgy62sRAg,Maico,"Restaurants, Mexican",5.0,"This is a little mom and pop place. We've always gotten the food to go, but there are little tables you can eat at.

The beans here are amazing!! Weve had a variety of things, from the tacos to the enchiladas.  All have them have been amazing. 

This isnt a glamorous place, but if you want good mexican food this is the place!!",1,0,1,2020-04-26,7As6gOv6Z74c9wh1I22HvA,Tucson,PA,32.2071939,-110.9574162,835 E 22nd St,Positivo
bMIVLkX6-0U2NVPaVwt94A,Poblanos Mexican Grill & Bar,"Ethnic Food, Specialty Food, Food, Mexican, Restaurants",5.0,"I have been coming to poblanos for 15 years now. Everything about this spot is fantastic. From the queso dip as a starter to the banana burrito for dessert. And the drinks! I can handle my liquor, but if I drink more than three of their margaritas I can't drive home. Because of covid they had to put a stop to their Monday taco deal, but hopefully that will be coming back. Taco nights also mean live music. If you like Mexican food you have to check this spot out. If you get Pedro as your server, tell him I say hi, he is the best!",1,0,0,2021-02-21,XklxDBeCuia6PaaBItvJ7g,Clearwater,FL,28.0104334843,-82.7098818788,2451 N McMullen Booth Rd,Positivo
bD6mNv9Vha3Wn0LOuG4bIQ,Super Tacos,"Mexican, Restaurants, Tacos",5.0,I must say that I have been twice in a week and they do not disappoint. Great customer service and fast. The tacos and burritos are authentic. I can't wait to go back by.,0,0,0,2020-09-06,ISittBzl5AbIgbV1S6_eCQ,Indianapolis,PA,39.896636,-86.2149249,7853 Michigan Rd,Positivo
zU4k_q6_ZX9gVYtvxtu4tw,Moes Southwestern Grill of Wesley Chapel,"Restaurants, Mexican",5.0,The Customer service is out of the world they will go above and beyond for you. The food is prepared with care and even during the quarantine they have been spot on with flavor and quality.  I will go out of my way to eat at this location. I think is sad that they don't have more positive reviews when they do such an amazing job. Thanks guys and see you soon lol. (ps I posted some photos from my instagram just to prove my love for moe's and this location),0,0,0,2020-04-09,52it31DSsV9KvDEuMh0VNg,Wesley Chapel,PA,28.1874326,-82.3511227,28139 Paseo Dr,Positivo
r7iK-eZzarezCOIChpa8hA,The Tattooed Pig,"Food Delivery Services, American (New), Food, Caterers, Bakeries, Tacos, Mexican, Event Planning & Services, Restaurants, American (Traditional), Food Trucks, Breakfast & Brunch, Cafes",4.0,"Ordered take-out due to COVID19. Order took a bit longer than described but when I walked in to pick it up, I understood why.

All workers were in full-speed ahead mode filling orders. Even the owner, never caught her name, was there knocking-out what she could to help.

Food was very good. We tried the mac and cheese and simple nachos to start. Then the el bandito burger and big tex chicken sandwich. The fries and tots were delicious as well.

I'm determined to come back for a burrito. 

All in all. Good experience. I would frequent again.",0,0,0,2020-04-26,mqhktJFl4234iErIsq9B5w,Aston,IN,39.8577381,-75.4270299,4405 Pennell Rd,Positivo
Jn_F3hYqknRTepCg6om04Q,Chile Burrito,"Mexican, Restaurants",4.0,"Cons...no margaritas or delivery.  Everything else is fantastic.  The prices are reasonable.  The food is diverse as far as choices and the employees are super nice and helpful.  I will go out of my way to head to Brentwood to eat or grab takeout here as the food is delicious.  It's similar to a Chipotle where you lineup to order and tell them what you'd like in your taco/burrito/bowl but the food, in my humble opinion, is tastier than the big chain and the vibe at the store is better.  Their spicy salsa is fantastic and indeed spicy.  They have a station with salsas, jalapenos, onions, cilantro, etc.  Large rolls of paper towels at the tables too, as I go through a lot of paper towels lol.  Seriously, folks, this is a no-fuss spot to pick up great tasting food and support a local family business.  You won't be disappointed!",1,1,1,2020-03-24,RkwrGNEn9dspPTpphE4o2w,Brentwood,LA,36.0265540855,-86.7898475993,330 Franklin Rd,Positivo
gmimhqv4vrG7_LYadxFYZA,Carniceria Y Taqueria Don Juan,"Restaurants, Mexican",5.0,"best tacos in all of nashville. TRY THE GREEN SAUCE. absolutely amazing for the price, unbelievable",0,0,0,2020-10-06,j2qA8A3n3cPP3bg5vFzriQ,Nashville,FL,36.1097371,-86.7440339,2910 Nolensville Pike,Positivo
